name,dEmin,dEmax,Emean,CSvis,dCSvis,TrigEff,TrigErr,RegEff,RegErr,CS,dCS
641.00000,0.00000,0.00000,641.02000,0.10917,0.00624,0.99540,0.00210,0.06388,0.00187,1.71672,0.11028
650.00000,0.00000,0.00000,649.77000,0.11611,0.01180,0.99680,0.00230,0.06061,0.00183,1.92185,0.20380
675.00000,0.00000,0.00000,674.85000,0.07074,0.00787,0.99080,0.00650,0.05523,0.00174,1.29270,0.14978
700.00000,0.00000,0.00000,700.56000,0.04516,0.00774,0.99090,0.00910,0.04437,0.00159,1.02710,0.18002
725.00000,0.00000,0.00000,724.94000,0.05725,0.00752,0.99080,0.00660,0.05125,0.00166,1.12738,0.15263
750.00000,0.00000,0.00000,749.55000,0.08992,0.00984,0.98850,0.00590,0.07269,0.00203,1.25150,0.14151
775.00000,0.00000,0.00000,774.85000,0.10805,0.01119,0.99330,0.00400,0.10526,0.00243,1.03349,0.10973
800.00000,0.00000,0.00000,800.86000,0.15187,0.01132,0.99340,0.00330,0.11658,0.00254,1.31144,0.10196
825.00000,0.00000,0.00000,825.05000,0.14770,0.01075,0.99670,0.00230,0.10517,0.00242,1.40896,0.10760
840.00000,0.00000,0.00000,839.47000,0.13217,0.01514,0.99500,0.00500,0.09106,0.00226,1.45869,0.17115
850.00000,0.00000,0.00000,846.81000,0.04968,0.00791,0.98760,0.01220,0.07689,0.00208,0.65421,0.10595
860.00000,0.00000,0.00000,857.23000,0.03347,0.00620,0.95650,0.02970,0.05899,0.00180,0.59315,0.11283
870.00000,0.00000,0.00000,867.15000,0.02175,0.00520,0.96970,0.02140,0.04347,0.00154,0.51598,0.12528
885.00000,6.32000,5.79000,883.29000,0.01497,0.00281,0.95500,0.03060,0.02516,0.00119,0.62313,0.12207
905.00000,5.54000,4.65000,905.07000,0.00373,0.00164,0.88150,0.07540,0.01307,0.00088,0.32393,0.14676
925.00000,5.60000,4.92000,925.56000,0.00492,0.00168,0.95790,0.02190,0.01071,0.00079,0.47945,0.16797
936.00000,0.00000,0.00000,935.47000,0.00842,0.00355,0.91760,0.04270,0.00982,0.00074,0.93438,0.40301
939.00000,1.77000,1.67000,938.89000,0.00524,0.00075,0.97790,0.00850,0.01020,0.00077,0.52555,0.08519
942.00000,0.00000,0.00000,941.88000,0.00790,0.00264,0.98820,0.01250,0.01053,0.00079,0.75949,0.25979
950.00000,0.00000,0.00000,950.35000,0.00781,0.00275,0.96430,0.03460,0.01001,0.00077,0.80891,0.29261
960.00000,0.00000,0.00000,960.63000,0.00307,0.00198,0.92310,0.05320,0.01016,0.00079,0.32747,0.21362
971.00000,0.00000,0.00000,971.24000,0.00300,0.00175,0.96150,0.03040,0.01128,0.00080,0.27652,0.16296
981.00000,0.00000,0.00000,981.96000,0.00518,0.00218,0.96970,0.02970,0.01212,0.00083,0.44093,0.18881
990.00000,0.00000,0.00000,991.24000,0.00627,0.00248,0.95240,0.03540,0.01256,0.00086,0.52410,0.21153
1003.50000,0.00000,0.00000,1003.31000,0.00086,0.00085,0.99140,0.00880,0.01293,0.00087,0.06743,0.06611
