name,dEmin,dEmax,Emean,CSvis,dCSvis,TrigEff,TrigErr,RegEff,RegErr,CS,dCS
525.00000,0.00000,0.00000,523.58000,1.71474,0.06201,0.51780,0.02010,0.24395,0.00500,13.57472,0.77198
537.50000,0.00000,0.00000,537.41000,1.64316,0.05533,0.97150,0.00610,0.25769,0.00555,6.56356,0.26554
550.00000,0.00000,0.00000,548.44000,0.78563,0.04099,0.73630,0.02730,0.25984,0.00584,4.10630,0.27860
562.50000,0.00000,0.00000,562.13000,0.72669,0.03741,0.96850,0.00980,0.24885,0.00610,3.01517,0.17458
575.00000,0.00000,0.00000,575.31000,0.36587,0.02807,0.75090,0.03840,0.25997,0.00636,1.87425,0.17878
587.50000,0.00000,0.00000,587.05000,0.34432,0.02702,0.96660,0.01450,0.26054,0.00653,1.36722,0.11449
600.00000,0.00000,0.00000,598.04000,0.17941,0.01794,0.69000,0.05010,0.26045,0.00665,0.99834,0.12598
612.50000,0.00000,0.00000,611.71000,0.23836,0.02183,0.94970,0.02170,0.25187,0.00691,0.99648,0.09796
625.00000,0.00000,0.00000,622.47000,0.11091,0.01665,0.80250,0.07540,0.25318,0.00707,0.54586,0.09787
637.50000,0.00000,0.00000,636.39000,0.15930,0.01951,0.97730,0.02200,0.25186,0.00725,0.64717,0.08271
650.00000,0.00000,0.00000,647.57000,0.11323,0.01603,0.86950,0.05860,0.24440,0.00731,0.53282,0.08506
662.50000,0.00000,0.00000,661.68000,0.06485,0.01143,0.95000,0.03370,0.22671,0.00736,0.30111,0.05499
675.00000,0.00000,0.00000,671.80000,0.05862,0.01051,0.81710,0.07860,0.23841,0.00759,0.30091,0.06197
687.50000,0.00000,0.00000,686.75000,0.04997,0.01666,0.87270,0.10760,0.22684,0.00756,0.25243,0.09012
700.00000,0.00000,0.00000,697.00000,0.03943,0.00861,0.94860,0.04780,0.21856,0.00772,0.19020,0.04313
712.50000,0.00000,0.00000,711.53000,0.04596,0.01063,0.96810,0.03050,0.21859,0.00747,0.21719,0.05124
725.00000,0.00000,0.00000,721.70000,0.04097,0.00966,0.96250,0.03570,0.21379,0.00702,0.19909,0.04795
737.50000,0.00000,0.00000,735.73000,0.04254,0.00941,0.86150,0.08540,0.21587,0.00643,0.22874,0.05585
750.00000,0.00000,0.00000,747.05000,0.06026,0.01157,0.96940,0.02930,0.19990,0.00565,0.31098,0.06109
762.50000,0.00000,0.00000,761.18000,0.09552,0.01363,0.97130,0.02760,0.20386,0.00495,0.48242,0.07117
775.00000,0.00000,0.00000,771.60000,0.11068,0.01553,0.94290,0.02750,0.19613,0.00458,0.59850,0.08691
787.50000,0.00000,0.00000,785.93000,0.14316,0.01732,0.97310,0.01530,0.18465,0.00414,0.79678,0.09883
800.00000,0.00000,0.00000,796.90000,0.14780,0.01983,0.96410,0.02020,0.18152,0.00398,0.84454,0.11619
812.50000,0.00000,0.00000,811.46000,0.13692,0.01654,0.97930,0.01440,0.17452,0.00381,0.80115,0.09902
825.00000,0.00000,0.00000,821.52000,0.10806,0.01528,0.92140,0.03710,0.16649,0.00378,0.70438,0.10480
837.50000,0.00000,0.00000,834.72000,0.10470,0.01529,0.95350,0.02580,0.16470,0.00396,0.66665,0.10030
850.00000,0.00000,0.00000,846.43000,0.05057,0.01043,0.98640,0.01360,0.15398,0.00416,0.33296,0.06942
862.50000,0.00000,0.00000,861.56000,0.03634,0.00950,0.93750,0.04180,0.14324,0.00467,0.27063,0.07229
875.00000,0.00000,0.00000,870.82000,0.03069,0.00764,0.93330,0.06080,0.13467,0.00522,0.24419,0.06355
910.00000,25.42000,23.31000,912.28000,0.00758,0.00188,0.94620,0.03620,0.11997,0.00903,0.06680,0.01746
950.00000,24.05000,31.56000,970.75000,0.00311,0.00129,0.86400,0.08400,0.07564,0.00542,0.04753,0.02054
