name,dEmin,dEmax,Emean,CSvis,dCSvis,TrigEff,TrigErr,RegEff,RegErr,CS,dCS
641.00000,0.00000,0.00000,641.02000,0.10917,0.00624,0.99540,0.00210,0.24914,0.00728,0.44020,0.02828
650.00000,0.00000,0.00000,649.77000,0.11611,0.01180,0.99680,0.00230,0.24280,0.00732,0.47976,0.05088
675.00000,0.00000,0.00000,674.85000,0.07074,0.00787,0.99080,0.00650,0.24262,0.00767,0.29426,0.03409
700.00000,0.00000,0.00000,700.56000,0.04516,0.00774,0.99090,0.00910,0.21639,0.00776,0.21062,0.03691
725.00000,0.00000,0.00000,724.94000,0.05725,0.00752,0.99080,0.00660,0.21203,0.00687,0.27250,0.03689
750.00000,0.00000,0.00000,749.55000,0.08992,0.00984,0.98850,0.00590,0.19556,0.00547,0.46518,0.05260
775.00000,0.00000,0.00000,774.85000,0.10805,0.01119,0.99330,0.00400,0.19298,0.00446,0.56369,0.05985
800.00000,0.00000,0.00000,800.86000,0.15187,0.01132,0.99340,0.00330,0.18040,0.00393,0.84748,0.06589
825.00000,0.00000,0.00000,825.05000,0.14770,0.01075,0.99670,0.00230,0.16362,0.00377,0.90564,0.06916
840.00000,0.00000,0.00000,839.47000,0.13217,0.01514,0.99500,0.00500,0.16258,0.00405,0.81703,0.09588
850.00000,0.00000,0.00000,846.81000,0.04968,0.00791,0.98760,0.01220,0.15351,0.00417,0.32768,0.05308
860.00000,0.00000,0.00000,857.23000,0.03347,0.00620,0.95650,0.02970,0.14561,0.00450,0.24028,0.04572
870.00000,0.00000,0.00000,867.15000,0.02175,0.00520,0.96970,0.02140,0.13822,0.00499,0.16227,0.03942
885.00000,6.32000,5.79000,883.29000,0.01497,0.00281,0.95500,0.03060,0.13175,0.00635,0.11900,0.02334
905.00000,5.54000,4.65000,905.07000,0.00373,0.00164,0.88150,0.07540,0.12299,0.00834,0.03441,0.01560
925.00000,5.60000,4.92000,925.56000,0.00492,0.00168,0.95790,0.02190,0.12648,0.00931,0.04061,0.01423
936.00000,0.00000,0.00000,935.47000,0.00842,0.00355,0.91760,0.04270,0.11237,0.00849,0.08162,0.03520
939.00000,1.77000,1.67000,938.89000,0.00524,0.00075,0.97790,0.00850,0.11157,0.00839,0.04803,0.00779
942.00000,0.00000,0.00000,941.88000,0.00790,0.00264,0.98820,0.01250,0.11087,0.00831,0.07213,0.02467
950.00000,0.00000,0.00000,950.35000,0.00781,0.00275,0.96430,0.03460,0.09736,0.00749,0.08315,0.03008
960.00000,0.00000,0.00000,960.63000,0.00307,0.00198,0.92310,0.05320,0.08355,0.00651,0.03983,0.02598
971.00000,0.00000,0.00000,971.24000,0.00300,0.00175,0.96150,0.03040,0.07532,0.00537,0.04143,0.02442
981.00000,0.00000,0.00000,981.96000,0.00518,0.00218,0.96970,0.02970,0.06661,0.00456,0.08021,0.03435
990.00000,0.00000,0.00000,991.24000,0.00627,0.00248,0.95240,0.03540,0.05861,0.00402,0.11233,0.04534
1003.50000,0.00000,0.00000,1003.31000,0.00086,0.00085,0.99140,0.00880,0.05151,0.00348,0.01692,0.01659
