,M,S1,S2,f,N,C,Merr,S1err,S2err,ferr,Nerr,Cerr
550.0,497.65942787523664,4.157712667207157,11.159999999997664,0.7169886455381131,1895.3311899384269,55.75691743600786,0.12916098794738673,0.16025458115697644,0.02558335358512842,0.02717953790726224,44.63091851423485,12.33832225621881
562.5,497.501038498369,4.339248770565077,11.062941836431598,0.6920438352056799,1650.1094387593462,47.89561972582429,0.14648504751122005,0.23849916101597968,1.0868633884315075,0.053536402049910725,42.54104265249964,14.466454798532038
575.0,497.5028358005876,4.4311012289436595,11.159999999644889,0.6830386763325826,1445.9909592336971,43.93220691102751,0.16086195338607467,0.2753415686655969,1.2281236052114597,0.061747619851326596,40.07842460998609,14.273042773393502
587.5,497.8665467860359,3.8030376303843907,9.680726150199593,0.5253001202602343,1358.6844241643598,43.32440908932117,0.1673197628984724,0.4421318515187065,1.017728624878985,0.09245694094650198,39.02332344261765,14.386148409390952
600.0,497.27279718748264,4.424247824987992,12.088454170287445,0.6597616437355439,1209.4119793564485,32.58317883173717,0.18206250147321157,0.306873662259473,1.3372418881852628,0.05996306729002615,37.179039323439156,14.310841394204244
612.5,497.4414166828668,5.101191578208997,13.488199660158777,0.7056317046074563,1113.786226369784,1.2575725055143927,0.21211506743424025,0.4174604786682923,1.835181798832327,0.07150480355021077,35.35693611105455,25.551741278971864
625.0,497.4588175258545,4.666157551450169,13.15522082027112,0.6571334217241073,968.7875789923173,10.22588581043815,0.21688915297340827,0.3693760799241268,1.3811511408870505,0.06360574230156257,32.419967720024886,9.589002472782909
637.5,497.7674198041761,4.512274127170252,11.15999999999992,0.5206663339324529,906.7782565192106,22.15469880270199,0.24107640348543669,0.3832872737604367,0.06716742462740832,0.051060524140571495,30.898506180540323,8.370660613710333
650.0,497.84842863242875,4.874612182694367,11.738611153340184,0.5680305614750778,858.7393285886146,19.261314806436836,0.25261651539605623,0.5564604561572124,1.2882423275223278,0.09912234342400872,30.73283712378219,10.232941881762741
662.5,497.74613373988785,4.1980224445437795,10.84259809133753,0.442949879288161,806.5496125674792,29.45221874727988,0.26251686466392243,0.8566647229119131,1.105902578874388,0.12452259638189456,29.783915669018313,10.478627573340365
675.0,497.7486561749973,5.434212432511935,11.613059222231986,0.648244737998743,831.899506514378,20.08343478537539,0.2595608745721165,0.5497059383695326,1.7683334183781856,0.12508433214548137,30.239742612710188,10.117082559489537
687.5,498.041343888204,4.9186486726683185,10.613125601351525,0.5610928343974535,747.1745403239388,17.838510214051528,0.2658839459304829,0.7423983758468915,1.5090476045923538,0.1524711429123509,28.57292120094587,9.320258556945237
700.0,498.00241830169546,5.141236184069946,13.991305733947737,0.6342107396984704,863.9987925351339,5.196953978270358e-10,0.25223638816510174,0.32622295897519527,0.8892490786551015,0.051840763406266366,29.39624522337425,5.850658830451549
712.5,498.04900097274634,4.46222727880425,10.586842336488914,0.435913028627074,828.783699734077,20.225803423291055,0.2654799540477484,0.5219864266220196,0.7744549357704997,0.0876698080457585,29.615863712744158,8.27267979151075
725.0,498.12544528885184,5.312479437076512,13.088278682118323,0.6294180453464585,924.8493125692847,7.175694526659671,0.25019810674666587,0.3655992529855734,1.0337250661133863,0.06410461560101804,30.95073652879114,6.326980102145747
737.5,498.2106972608431,5.209674897479947,11.16000000000042,0.4924585186660788,1061.9031479989321,33.04036915338815,0.25001201655143745,0.38977332717717417,0.005632490270896184,0.053285942313711476,33.766602257708314,10.550232320971437
750.0,498.0092548009775,5.6036748873103255,13.639749535242352,0.6396116519727764,1172.5828784458292,20.402257203000374,0.23574927502122023,0.45044860678910137,1.4509070532674944,0.07577472584490913,36.65224132168271,13.791411364379115
762.5,498.1921858701454,5.140824456093064,12.222350371560694,0.5236760442488679,1484.9920763395335,15.98217794040374,0.20957772644936767,0.4267794636284603,0.7535623540255605,0.06796093406967582,39.43232285767397,9.251399660086562
775.0,497.91597742855527,5.354496258497354,13.250814832669448,0.5891804258767881,1693.2685048615992,21.723450189003568,0.1941360364128002,0.32768323478914363,0.9741953453180505,0.055752712063421916,43.327574736686756,14.30100598713588
787.5,498.1064238354127,5.167260256143562,12.299730668953604,0.49386393544295765,2059.9066086563607,26.971168527463508,0.1839669027194475,0.36819788800392317,0.6770458528807106,0.058166990142961256,46.996042936409594,13.231560034348027
800.0,498.21522263970894,5.509186071433743,12.69903096005254,0.5431006532906881,2425.8038153171224,27.23579211537436,0.17115355607256788,0.3822033193699679,0.7913348055713092,0.06281991867840916,51.3124356195292,15.262994319785117
812.5,497.9859407031784,4.947580625218295,12.621978133457468,0.47776187922892793,2798.2319935054616,46.75614696670777,0.15789315539393556,0.3657311361489928,0.660551361982499,0.0520486019404614,56.10168371463669,19.848782006668948
825.0,498.1260655166346,5.869159180373038,12.277703174649208,0.5423706382457355,3130.636957135504,70.36841712491315,0.15551441921172682,0.3970882221914458,0.8097713962996984,0.07322620460027829,59.22749838629056,21.121127310064075
837.5,498.00341465280485,5.334625060785277,12.509848836782803,0.5329148879305542,3220.3525976897004,67.60188105742237,0.14630980782720826,0.301150505854197,0.7035693756824211,0.0514922804838589,60.35542280320419,22.093805176079563
850.0,498.1253819029905,6.332869251039253,14.225824000823863,0.6227912186433892,3364.058341448837,1.8864618927179055,0.1534775297385238,0.31266967528987655,0.9348970649611594,0.05225624694497166,61.29458677039361,43.78334329550981
862.5,498.1990794715835,5.50871804613269,12.783095570811177,0.500128770302027,3006.275000944726,61.79361741424694,0.16065066469201383,0.3470486959325094,0.6747177005637228,0.054501520584061075,58.1556240175762,20.875784127249332
875.0,498.12429210822603,5.642418104609082,12.397397996380816,0.5004518425534383,2690.00960340526,60.00871371429789,0.1702007622640167,0.3421465316035448,0.66637916004027,0.05860844035856097,54.39533040317019,18.105865644011928
887.5,498.102000047835,6.220005507415186,14.231495565694098,0.6476319734378008,2428.6361154772612,23.355715514111473,0.1748364247061147,0.2877210273203392,0.9344390750048204,0.04927691372592574,51.503918569042526,15.66275704951278
900.0,498.27186990794445,5.128298002171985,11.16000000000086,0.348579552776855,2046.6994198647083,82.1870848112678,0.019376999381364612,0.03902949230700514,6.364464720368589,0.02549081237361267,80.11492342395309,11.741017039984285
912.5,498.028308955896,6.358427615559329,15.215301125229779,0.6433444448473913,1842.9646177776276,0.00023315650227173634,0.2077278483762086,0.3537747318348643,0.8363209867390404,0.05215371618786685,42.94113386201968,18.689129372017582
925.0,498.36951831279805,5.863397556506179,13.444358005512472,0.5108799619538614,1526.7091059084398,42.30756055234708,0.23761800467997318,0.4393191615276799,0.9414493017914163,0.06909421142467767,41.8636131549747,16.34926227894193
935.0,497.92827076285846,5.3933585249396865,11.160000000000242,0.38248359673637733,1341.7299960236267,51.261484853518,0.24778349594623705,0.49818560650173005,0.0025555873704918852,0.053767987007899365,38.06480458011572,12.58309112552455
945.0,498.4278409909244,6.485811019980779,14.54562712961455,0.5645139078977843,1205.7328562161586,29.245433941778142,0.2788390696448175,0.5597074199469283,1.5495806079199825,0.08904028494780883,39.3114262675756,19.150015710585556
