ksptot,ksth,ksphi,ksminv,emeas,ksalign,total_num,total_soft_num
601.1316,1.7128448,0.6757424,523.75275,750.0,0.99979836,20000,4914
579.98254,1.9057935,2.87488,502.05386,750.0,0.9999976,20000,4914
536.1231,1.0886563,4.4900174,490.8979,750.0,0.9999552,20000,4914
591.1737,2.1360443,6.21124,516.5771,750.0,0.9988849,20000,4914
546.6476,1.5278976,2.3835983,498.87238,750.0,0.9999993,20000,4914
568.76794,1.4590126,3.1963701,500.87152,750.0,0.99998134,20000,4914
565.74225,2.081229,3.706731,497.59607,750.0,0.99999976,20000,4914
587.82874,1.0265108,6.1697054,511.64203,750.0,0.9994034,20000,4914
584.7594,1.5027885,5.396343,510.68713,750.0,0.99998564,20000,4914
561.07324,1.7686727,2.2537782,496.9552,750.0,0.9999956,20000,4914
559.0231,1.9604906,6.266098,494.02713,750.0,0.999885,20000,4914
536.88837,0.9941493,0.8248028,486.01883,750.0,0.9999724,20000,4914
564.25226,2.0493371,4.549472,496.98843,750.0,0.99999183,20000,4914
578.27356,1.3565897,3.082272,504.85962,750.0,0.99987686,20000,4914
591.662,1.0236996,0.44103605,510.24237,750.0,0.9999585,20000,4914
568.0703,1.4314657,1.0552982,496.26706,750.0,0.9999986,20000,4914
559.5223,1.9022883,5.6506863,498.37943,750.0,0.99778366,20000,4914
575.2073,1.5044607,5.520052,502.7692,750.0,0.9998184,20000,4914
547.9054,1.6189114,0.38992605,493.20868,750.0,0.9998902,20000,4914
546.8927,1.8327582,2.4624941,497.34097,750.0,0.99990916,20000,4914
555.0794,2.345064,1.093097,493.1485,750.0,0.999999,20000,4914
600.55835,1.3758895,3.4763558,512.1079,750.0,0.9992946,20000,4914
537.8904,1.848805,2.606943,511.20975,750.0,0.9999785,20000,4914
586.45386,1.0817157,2.3622344,509.01932,750.0,0.999913,20000,4914
547.8149,1.0078068,4.06256,481.45987,750.0,0.9542837,20000,4914
513.2276,1.6816671,1.4602562,488.62613,750.0,0.99973047,20000,4914
599.1153,1.1996945,6.138892,470.76068,750.0,0.9508156,20000,4914
606.69995,0.5802859,3.1899915,508.29123,750.0,0.99166524,20000,4914
544.73474,1.3960745,4.044418,490.26648,750.0,0.9999976,20000,4914
568.4194,1.4272712,5.801266,498.54102,750.0,0.9998583,20000,4914
553.7233,1.5069637,4.9969025,494.4377,750.0,0.9991267,20000,4914
573.0494,2.0604916,3.2555454,516.6303,750.0,0.9986393,20000,4914
566.99927,1.3089246,3.3519542,503.54907,750.0,0.99999845,20000,4914
570.1671,1.2381669,3.8165786,500.4851,750.0,0.999939,20000,4914
558.2945,1.716024,5.469088,495.26428,750.0,0.99983406,20000,4914
554.7308,2.059527,1.6512384,495.37814,750.0,0.9999895,20000,4914
572.1192,1.9057759,4.812006,501.12833,750.0,0.9999521,20000,4914
554.12555,1.4871265,0.56386286,496.35287,750.0,0.9970172,20000,4914
544.26495,1.7156439,5.903882,492.88837,750.0,0.99977386,20000,4914
559.18427,1.4094408,4.998692,499.6661,750.0,0.9999499,20000,4914
567.5953,1.4879954,3.3726285,496.6282,750.0,0.999306,20000,4914
554.07166,1.0425767,6.130783,494.8793,750.0,0.9999852,20000,4914
555.77844,1.0619402,3.3589723,490.68808,750.0,0.9999223,20000,4914
559.5358,2.161732,5.1976695,498.42596,750.0,0.9998731,20000,4914
