ksptot,ksth,ksphi,ksminv,emeas,ksalign,total_num,total_soft_num
579.5048,2.2049496,5.414968,500.26212,762.5,0.9999771,20000,5841
589.4225,2.1199584,3.9586368,501.01065,762.5,0.99997395,20000,5841
554.2414,1.2259233,4.4414463,482.89554,762.5,0.9999462,20000,5841
572.9134,1.750508,4.4454756,492.6655,762.5,0.99999994,20000,5841
602.6289,2.098821,3.7443724,505.2078,762.5,0.9999594,20000,5841
583.3284,1.2799505,0.36883515,498.7984,762.5,0.99997234,20000,5841
575.1821,1.7662208,3.6496284,496.06052,762.5,1.0,20000,5841
592.232,1.4734272,0.88294446,506.57764,762.5,0.9989615,20000,5841
566.8368,0.9172394,4.9521837,495.6929,762.5,0.9996578,20000,5841
550.2353,0.94958556,5.453428,489.437,762.5,0.9999321,20000,5841
616.7751,2.3183165,1.4932408,515.15643,762.5,0.9970434,20000,5841
582.9415,1.1524289,2.580111,503.2602,762.5,0.9999988,20000,5841
583.3363,2.5778356,5.463375,511.20728,762.5,0.99956954,20000,5841
540.22424,1.6008904,5.0567255,487.08368,762.5,0.99999994,20000,5841
578.27576,1.5149266,1.7273153,499.74783,762.5,0.9999078,20000,5841
575.7574,2.0964658,3.682021,496.6876,762.5,0.9999919,20000,5841
542.75323,2.20597,0.34065223,484.34735,762.5,0.99732846,20000,5841
581.5948,1.5597434,2.3893664,496.78174,762.5,0.9993635,20000,5841
562.2551,0.93014175,3.1059098,494.1452,762.5,0.99999845,20000,5841
575.627,1.3646502,0.049505044,498.50455,762.5,0.99999976,20000,5841
570.8877,1.2973431,3.1706603,495.87836,762.5,0.9999688,20000,5841
584.01306,2.6893163,3.8443215,499.3369,762.5,0.9991895,20000,5841
579.67847,1.2347912,2.896361,497.37732,762.5,0.9999823,20000,5841
560.3968,1.8895388,1.138398,492.5446,762.5,0.9993057,20000,5841
546.3626,1.0435212,6.0071244,487.90314,762.5,0.9999122,20000,5841
591.28577,1.2531246,0.074969895,502.78314,762.5,0.9999779,20000,5841
550.1871,0.84935504,0.25331503,494.25052,762.5,0.99993443,20000,5841
549.7896,1.5487727,5.509462,486.43265,762.5,0.999999,20000,5841
558.28046,1.499109,5.1594396,490.72787,762.5,0.9995059,20000,5841
587.39264,2.4074109,1.4277784,513.4384,762.5,0.999653,20000,5841
595.91003,2.7667027,1.6153032,520.4477,762.5,0.99902344,20000,5841
581.9339,1.4368024,4.140257,498.88293,762.5,0.9994377,20000,5841
529.136,1.1120324,1.4097959,495.4809,762.5,0.9989064,20000,5841
572.2253,0.9793041,1.6446455,493.4203,762.5,0.99997586,20000,5841
576.944,1.3742857,1.6704937,496.96594,762.5,0.99987847,20000,5841
623.9165,2.45784,0.6053811,528.17584,762.5,0.9990126,20000,5841
563.6333,1.4961376,4.278794,487.94226,762.5,0.9999995,20000,5841
585.9456,1.630925,6.0958514,546.8886,762.5,0.99854165,20000,5841
577.63696,1.8944741,5.576283,492.2083,762.5,0.99980533,20000,5841
