ksptot,ksth,ksphi,ksminv,emeas,ksalign,total_num,total_soft_num
762.59656,1.2488912,1.7994366,502.6333,900.0,0.9998688,20000,9271
710.8329,1.1081965,4.785283,477.54764,900.0,0.99544513,20000,9271
678.8149,0.9550482,5.692182,503.71295,900.0,0.9998464,20000,9271
758.21796,1.6881963,1.3066095,501.88403,900.0,0.9999974,20000,9271
675.73566,1.6082078,2.433566,487.3481,900.0,0.99937654,20000,9271
768.3004,2.2005544,0.1707544,506.11917,900.0,0.99985737,20000,9271
791.095,1.8828543,0.44600123,508.79407,900.0,0.9999661,20000,9271
719.7239,1.9289149,0.13231666,487.51526,900.0,0.9999999,20000,9271
739.5711,1.3559142,2.1280398,511.67407,900.0,0.99999297,20000,9271
732.8213,1.9784932,4.042979,488.26108,900.0,0.99995834,20000,9271
753.0797,2.0137768,1.3778766,496.67896,900.0,0.9996786,20000,9271
754.54205,1.3824656,0.7664422,498.166,900.0,0.9999999,20000,9271
716.74524,1.2978299,3.786993,497.24448,900.0,0.9999994,20000,9271
723.24915,1.1945609,2.2354803,482.5438,900.0,0.9997344,20000,9271
719.4005,1.2559361,5.0705953,494.04294,900.0,0.99952805,20000,9271
740.0759,1.3160101,5.706933,498.7376,900.0,0.9999612,20000,9271
722.70087,2.2225418,0.8069446,486.09894,900.0,0.9999881,20000,9271
710.7829,1.6891642,1.2747148,502.0808,900.0,1.0,20000,9271
738.1288,0.8951916,1.6715678,499.2789,900.0,0.99996775,20000,9271
785.64575,1.0908909,2.15196,506.93555,900.0,0.9999199,20000,9271
731.2204,1.5975357,1.3253334,505.55368,900.0,0.99999505,20000,9271
736.5874,0.96326315,5.8746567,487.0163,900.0,0.99945796,20000,9271
752.6686,1.8757772,2.030703,498.5221,900.0,0.99999297,20000,9271
755.07214,1.2529916,1.1191272,495.96655,900.0,0.9997156,20000,9271
779.4481,1.235274,4.835611,499.5451,900.0,0.99534965,20000,9271
744.37213,1.9487119,4.2509108,497.75323,900.0,0.9998913,20000,9271
763.1661,1.4872712,6.178537,503.11874,900.0,0.9999673,20000,9271
770.8794,2.0264156,1.431843,506.9198,900.0,0.99996394,20000,9271
741.0326,1.171004,2.3694556,491.64325,900.0,0.9997027,20000,9271
708.10187,1.7276809,4.4024415,493.26465,900.0,0.9999933,20000,9271
712.31885,1.2602518,1.3588513,489.4458,900.0,0.9999999,20000,9271
743.9671,1.9796591,4.475761,505.56192,900.0,0.99999857,20000,9271
744.87897,1.3305985,6.1286964,498.22903,900.0,0.99975955,20000,9271
794.57385,2.0015843,0.32771534,512.0975,900.0,0.9988123,20000,9271
782.40247,1.5437186,3.8681166,508.27072,900.0,0.9999121,20000,9271
804.3481,1.3965133,3.06505,520.9289,900.0,0.9991058,20000,9271
772.5492,2.2014093,1.1401418,506.63855,900.0,0.9998451,20000,9271
780.19556,1.577118,4.8120227,550.26013,900.0,0.9997787,20000,9271
707.21893,2.1209676,4.8299084,486.2509,900.0,0.9999753,20000,9271
768.4119,1.5140301,3.4838345,500.93298,900.0,0.9997937,20000,9271
755.1935,1.4909661,1.6290854,498.634,900.0,0.99999946,20000,9271
758.3724,1.759196,0.5748052,496.7572,900.0,0.99993783,20000,9271
694.80853,1.0492344,5.0120773,482.99265,900.0,0.9999995,20000,9271
753.9803,1.0707736,5.1357613,499.56555,900.0,0.9992846,20000,9271
811.33777,1.4484316,2.3644495,499.76025,900.0,0.99711496,20000,9271
715.4334,1.297872,1.4869756,484.83615,900.0,0.9994107,20000,9271
740.3274,1.1608466,4.552606,495.00134,900.0,0.99998987,20000,9271
691.11,1.2793496,4.905081,485.7308,900.0,0.9999622,20000,9271
686.16693,1.2429589,2.1260703,480.61575,900.0,0.999991,20000,9271
739.72754,1.31872,4.797032,496.08542,900.0,0.99955803,20000,9271
694.2421,1.9377965,2.968158,493.28546,900.0,0.9998292,20000,9271
711.59503,1.1384315,4.7367115,496.99686,900.0,0.9999888,20000,9271
814.77167,1.6589472,0.88266045,512.4295,900.0,0.9994027,20000,9271
709.0341,0.5553145,0.659729,500.21057,900.0,0.9988357,20000,9271
