name,dEmin,dEmax,Emean,CSvis,dCSvis,TrigEff,TrigErr,RegEff,RegErr,CS,dCS
525.00000,0.00000,0.00000,523.58000,1.69314,0.06183,0.51970,0.02020,0.23985,0.00599,13.58314,0.79986
537.50000,0.00000,0.00000,537.41000,1.59773,0.05462,0.97140,0.00610,0.23985,0.00599,6.85748,0.29345
550.00000,0.00000,0.00000,548.44000,0.77005,0.04053,0.73810,0.02760,0.23985,0.00599,4.34974,0.30108
562.50000,0.00000,0.00000,562.13000,0.70477,0.03690,0.96790,0.00990,0.23755,0.00637,3.06522,0.18302
575.00000,0.00000,0.00000,575.31000,0.32007,0.02631,0.74250,0.04080,0.23815,0.00681,1.81006,0.18630
587.50000,0.00000,0.00000,587.05000,0.33431,0.02671,0.96440,0.01550,0.23984,0.00706,1.44532,0.12522
600.00000,0.00000,0.00000,598.04000,0.17402,0.01767,0.70070,0.04980,0.23206,0.00735,1.07025,0.13691
612.50000,0.00000,0.00000,611.71000,0.22268,0.02122,0.94920,0.02180,0.22564,0.00787,1.03970,0.10815
625.00000,0.00000,0.00000,622.47000,0.10153,0.01603,0.85190,0.06560,0.21242,0.00777,0.56108,0.10069
637.50000,0.00000,0.00000,636.39000,0.15767,0.01901,0.97790,0.02140,0.22130,0.00813,0.72860,0.09321
650.00000,0.00000,0.00000,647.57000,0.10304,0.01545,0.88240,0.05340,0.21276,0.00828,0.54884,0.09126
662.50000,0.00000,0.00000,661.68000,0.05673,0.01087,0.97300,0.02600,0.21033,0.00850,0.27723,0.05478
675.00000,0.00000,0.00000,671.80000,0.06054,0.01064,0.81480,0.07940,0.20521,0.00855,0.36206,0.07431
687.50000,0.00000,0.00000,686.75000,0.04434,0.01567,0.82500,0.13990,0.18633,0.00804,0.28845,0.11374
700.00000,0.00000,0.00000,697.00000,0.04131,0.00881,0.90580,0.06080,0.18902,0.00800,0.24126,0.05490
712.50000,0.00000,0.00000,711.53000,0.04056,0.00922,0.96550,0.03280,0.17390,0.00759,0.24156,0.05650
725.00000,0.00000,0.00000,721.70000,0.03895,0.00988,0.96030,0.03760,0.17471,0.00731,0.23214,0.06037
737.50000,0.00000,0.00000,735.73000,0.03594,0.00876,0.84000,0.09670,0.18461,0.00696,0.23173,0.06308
750.00000,0.00000,0.00000,747.05000,0.05158,0.01033,0.96930,0.02940,0.17428,0.00642,0.30530,0.06284
762.50000,0.00000,0.00000,761.18000,0.09160,0.01340,0.97390,0.02510,0.17364,0.00595,0.54163,0.08258
775.00000,0.00000,0.00000,771.60000,0.09520,0.01455,0.94900,0.02480,0.16110,0.00530,0.62269,0.09869
787.50000,0.00000,0.00000,785.93000,0.12354,0.01602,0.98270,0.01210,0.15213,0.00465,0.82638,0.11054
800.00000,0.00000,0.00000,796.90000,0.13446,0.01879,0.96170,0.02150,0.15302,0.00426,0.91370,0.13176
812.50000,0.00000,0.00000,811.46000,0.13905,0.01640,0.98070,0.01340,0.14634,0.00376,0.96884,0.11767
825.00000,0.00000,0.00000,821.52000,0.09209,0.01461,0.90910,0.04250,0.13707,0.00350,0.73905,0.12368
837.50000,0.00000,0.00000,834.72000,0.09492,0.01461,0.95520,0.02490,0.13013,0.00328,0.76365,0.12076
850.00000,0.00000,0.00000,846.43000,0.04463,0.00979,0.98520,0.01470,0.13266,0.00323,0.34152,0.07556
862.50000,0.00000,0.00000,861.56000,0.03109,0.00897,0.96170,0.03620,0.11850,0.00315,0.27282,0.07970
875.00000,0.00000,0.00000,870.82000,0.02607,0.00721,0.94500,0.05090,0.11591,0.00323,0.23803,0.06738
910.00000,25.42000,23.31000,912.28000,0.00673,0.00181,0.94810,0.03510,0.09231,0.00396,0.07690,0.02113
950.00000,24.05000,31.56000,970.75000,0.00291,0.00119,0.87270,0.07930,0.05869,0.00399,0.05674,0.02410
