1.04,1.60832
1.0489,1.79173
1.0578,1.92801
1.0667,2.04363
1.0756,2.12717
1.0845,2.23194
1.0934,2.28514
1.1023,2.37947
1.1112,2.45252
1.1201,2.53834
1.129,2.62123
1.13788,2.69753
1.14678,2.75248
1.15568,2.82906
1.16458,2.89151
1.17348,2.98165
1.18238,3.04812
1.19128,3.12811
1.20018,3.24388
1.20908,3.30299
1.21798,3.34155
1.22688,3.43384
1.23578,3.4831
1.24468,3.60103
1.25358,3.67516
1.26248,3.70873
1.27138,3.76835
1.28028,3.87746
1.28918,3.94692
1.29808,4.03709
1.30698,4.09624
1.31588,4.14884
1.32478,4.18139
1.33366,4.27198
1.34256,4.40756
1.35146,4.46531
1.36036,4.49303
1.36926,4.53968
1.37816,4.84623
1.38706,4.81036
1.39596,4.88781
1.40486,4.94168
1.41376,4.87143
1.42266,4.82738
1.43156,4.53411
1.44046,4.33984
1.44936,3.98127
1.45826,3.78396
1.46716,3.41344
1.47606,3.17832
1.48496,2.83429
1.49386,2.63902
1.50276,2.41358
1.51166,2.2226
1.52056,2.11091
1.52944,1.97806
1.53834,1.85337
1.54724,1.74876
1.55614,1.66839
1.56504,1.57807
1.57394,1.51862
1.58284,1.47465
1.59174,1.44724
1.60064,1.42095
1.60954,1.41929
1.61844,1.40026
1.62734,1.41814
1.63624,1.45023
1.64514,1.47158
1.65404,1.55855
1.66294,1.65038
1.67184,1.75919
1.68074,1.94021
1.68964,2.13923
1.69854,2.39288
1.70744,2.85993
1.71634,3.21996
1.72522,3.72666
1.73412,4.50198
1.74302,5.48007
1.75192,6.59953
1.76082,7.62852
1.76972,9.45845
1.77862,10.8641
1.78752,13.1044
1.79642,14.4064
1.80532,15.4737
1.81422,16.4937
1.82312,16.0351
1.83202,16.431
1.84092,16.3014
1.84982,14.8076
1.85872,14.4947
1.86762,13.0828
1.87652,12.3413
1.88542,11.3673
1.89432,10.5133
1.90322,9.4921
1.91212,8.67442
1.921,7.9474
1.9299,7.29749
1.9388,6.62061
1.9477,6.18455
1.9566,5.65972
1.9655,5.50268
1.9744,4.68836
1.9833,4.47022
1.9922,4.07816
2.0011,3.63136
