1.04,0.968527
1.0489,0.914205
1.0578,0.894739
1.0667,0.889282
1.0756,0.887649
1.0845,0.887837
1.0934,0.88849
1.1023,0.890607
1.1112,0.891996
1.1201,0.894109
1.129,0.895871
1.13788,0.897257
1.14678,0.899158
1.15568,0.901073
1.16458,0.902865
1.17348,0.904563
1.18238,0.906424
1.19128,0.907874
1.20018,0.909084
1.20908,0.910751
1.21798,0.911885
1.22688,0.913012
1.23578,0.914196
1.24468,0.915227
1.25358,0.917072
1.26248,0.91772
1.27138,0.918358
1.28028,0.918265
1.28918,0.919693
1.29808,0.920937
1.30698,0.921824
1.31588,0.922994
1.32478,0.923881
1.33366,0.925578
1.34256,0.926787
1.35146,0.928586
1.36036,0.930639
1.36926,0.931981
1.37816,0.933619
1.38706,0.935253
1.39596,0.933362
1.40486,0.93135
1.41376,0.926251
1.42266,0.920266
1.43156,0.911628
1.44046,0.903066
1.44936,0.894118
1.45826,0.88595
1.46716,0.87912
1.47606,0.873495
1.48496,0.868817
1.49386,0.865439
1.50276,0.862859
1.51166,0.861341
1.52056,0.860456
1.52944,0.859649
1.53834,0.860145
1.54724,0.860775
1.55614,0.862198
1.56504,0.864247
1.57394,0.866725
1.58284,0.870248
1.59174,0.874247
1.60064,0.879234
1.60954,0.885151
1.61844,0.892572
1.62734,0.901295
1.63624,0.912442
1.64514,0.926151
1.65404,0.942585
1.66294,0.962912
1.67184,0.987538
1.68074,1.01734
1.68964,1.05338
1.69854,1.09478
1.70744,1.14196
1.71634,1.2002
1.72522,1.26505
1.73412,1.33435
1.74302,1.41476
1.75192,1.49453
1.76082,1.57013
1.76972,1.64382
1.77862,1.69552
1.78752,1.73486
1.79642,1.71658
1.80532,1.68167
1.81422,1.59737
1.82312,1.50634
1.83202,1.39927
1.84092,1.30739
1.84982,1.21485
1.85872,1.13664
1.86762,1.07309
1.87652,1.01955
1.88542,0.978199
1.89432,0.949943
1.90322,0.928412
1.91212,0.911326
1.921,0.89891
1.9299,0.884122
1.9388,0.876857
1.9477,0.871599
1.9566,0.866182
1.9655,0.86393
1.9744,0.860085
1.9833,0.856052
1.9922,0.85318
2.0011,0.851035
