,M,Sigma,Nsig,Nbkg,Merr,Serr,Nsig_err,Nbkg_err
641.0,497.5163227194685,6.680559764964377,338.190461175869,34.90969172656988,0.392604646633373,0.3511436709245226,19.333251331485343,8.39594868171373
650.0,499.17420563720543,6.926506817854912,101.78980638944068,5.205802392982628,0.7214398032071188,0.59145312740403,10.346109479633654,3.23655170359477
675.0,496.5701405477563,6.8324285653016075,86.66171257500909,8.337150974932372,0.7757997528115368,0.6155841724346316,9.643721954288864,3.830486675975686
700.0,495.4838301708377,7.0,39.58965678374504,8.410170388839845,1.2825223612340153,0.1,6.782305815830615,3.849308679238328
725.0,499.03956514269817,7.133239640552592,63.786097985446546,6.186046940500511,1.0088584439939439,0.9234372129403239,8.374546085049285,3.5413648179307144
750.0,499.68297529215636,8.225504853444242,99.5952327157379,10.400306436398887,0.9217060798162606,0.9145299444382928,10.895792181367376,5.432530299325277
775.0,498.2066776751651,8.0,104.90466964683809,10.097694648371736,0.8708545650924577,0.1,10.862383708523659,4.813869039869967
800.0,499.94610969431636,9.533400468628194,188.55665306527493,6.436550938919372,0.7139299266747798,0.5418562691402871,14.058984278231279,3.9402232274778908
825.0,499.11805927704154,9.446197769548332,204.09533500911348,8.903239101604399,0.6948632001735575,0.5604744668944885,14.852777832916047,5.039732879162095
840.0,499.4333244975288,8.417612745865878,84.01348223718853,8.973319446447526,0.9817882116312262,0.7821620470535078,9.625644877492284,4.191506434360948
850.0,496.0522535949937,6.774307182057732,46.80323447109336,8.197753248674333,1.1060890746592236,1.0479920601924535,7.451075798739492,4.111877357650339
860.0,497.35573390231195,5.3879992712926965,30.868266259787003,3.152852934732553,1.0200496530610508,0.7781549966817329,5.715456848637281,2.222715902784611
870.0,496.33079086498446,5.925076385873408,20.486060260144214,8.51401222948267,1.4388264893470932,0.9969359265868669,4.899946620448569,3.4692331354385653
885.0,498.19656404368834,10.201137649798605,32.30820248389388,2.6908653957284923,1.9389838117611191,1.5212408903575074,6.053628711238932,2.6507816545320306
905.0,499.7708102126122,7.87588305684459,7.763988102926778,6.237686423196331,3.426897449689875,2.644488101247379,3.4149112864756415,3.18307710165433
925.0,498.50086993913783,5.947894479011913,14.273536573283785,22.747220015297053,2.1075107755194438,1.7208615446196514,4.878052859572102,5.6799578194295925
936.0,495.7007297787633,6.018171194895306,8.825003610535287,12.165572062602049,2.669693777984719,2.1121013129602546,3.724980834124425,4.149101286268109
939.0,500.4496635862237,6.6,70.24762825522113,69.75295653279679,1.0822657125889634,0.1,10.07040313471541,10.044629401273983
942.0,496.7663634887064,6.6,10.533913966720432,4.475957235731798,2.3321588568078653,0.1,3.5132884280530963,2.506858212507179
950.0,500.33789051165337,6.6,9.15488323102176,2.850433135647923,2.3015509348541627,0.1,3.219150111072322,2.0153215481434894
960.0,496.51994024455996,6.6,4.14983336077257,7.8437997682885285,4.9293665966460765,0.1,2.6769201944554233,3.295294698445528
971.0,504.5999990042117,6.6,5.327726894699403,6.6736795364478185,9.952389566309847,0.1,3.1123968164820104,3.319769146772733
981.0,501.64447517462213,6.6,6.854582059695469,6.136198501290102,2.5485094029862125,0.1,2.889806461803257,2.7636907367930013
990.0,499.2411273682373,6.6,7.818249995439341,5.16599464932832,2.581396842074497,0.1,3.096086576268031,2.632148994915817
1003.5,496.98943654717186,6.6,3.273842216366951,23.72895868515823,5.038070819225538,0.1,3.202078500402772,5.540020612727957
