ksptot,ksth,ksphi,ksminv,emeas,ksalign,total_num,total_soft_num
841.8638,1.0057395,5.981818,493.47708,987.5,0.99871016,20000,4205
899.53375,2.4111135,5.1355395,527.1688,987.5,0.994179,20000,4205
879.90796,1.3471384,5.470186,500.4683,987.5,0.99734324,20000,4205
892.2102,0.82566637,2.6943893,513.40265,987.5,0.999989,20000,4205
899.04333,1.6532533,0.7450613,508.42007,987.5,0.9999955,20000,4205
854.5295,1.0467262,6.132929,499.29828,987.5,0.99999917,20000,4205
839.7699,2.1520748,3.793608,493.3902,987.5,0.9999932,20000,4205
879.71063,0.9838185,2.0681717,507.72513,987.5,0.99995023,20000,4205
841.6817,0.94918364,6.01943,493.13284,987.5,0.9998526,20000,4205
817.7252,1.2893578,1.1033064,490.8751,987.5,0.9999894,20000,4205
838.9793,0.9304762,5.0203075,492.82986,987.5,0.99999046,20000,4205
765.8732,0.7147579,4.2511077,473.34427,987.5,0.9983807,20000,4205
909.75775,1.9401202,5.0327578,515.5039,987.5,0.99999744,20000,4205
820.4606,1.9348732,5.590699,488.70932,987.5,0.9999897,20000,4205
888.6956,1.760168,2.4612339,505.31082,987.5,0.9999999,20000,4205
888.42596,2.0830061,3.9704082,507.50583,987.5,0.9999475,20000,4205
891.0808,1.1995564,0.013896108,512.14355,987.5,0.99746984,20000,4205
760.5516,0.6639756,1.0484699,509.29953,987.5,0.9999496,20000,4205
780.53186,1.392005,5.806104,480.42722,987.5,0.9999993,20000,4205
877.0985,1.6090345,1.978956,502.5194,987.5,0.9999412,20000,4205
871.9603,2.146497,1.7686535,505.89413,987.5,0.9999781,20000,4205
815.3664,1.1046298,4.253944,485.15866,987.5,0.9999989,20000,4205
781.4151,1.6335655,5.8573127,478.41888,987.5,0.9999706,20000,4205
871.3492,1.331719,1.0717998,500.99307,987.5,0.9999951,20000,4205
869.89435,1.8168979,4.153399,500.80667,987.5,0.9999997,20000,4205
845.6823,2.0440898,4.0944057,498.95676,987.5,0.99959725,20000,4205
866.67334,1.5060657,6.048435,500.5173,987.5,0.99999964,20000,4205
796.1952,2.3204176,5.919364,480.40115,987.5,0.9996476,20000,4205
878.1812,2.1625354,3.999863,500.5799,987.5,0.9997024,20000,4205
841.53595,1.8238702,5.435817,494.7397,987.5,0.9998097,20000,4205
885.78046,2.1332724,3.5020413,507.01724,987.5,0.99970686,20000,4205
848.93427,1.2760793,6.1821666,496.68304,987.5,0.99999714,20000,4205
788.40344,0.95146483,2.2152631,490.5664,987.5,0.999975,20000,4205
936.6582,1.2230221,2.8787825,516.6644,987.5,0.9999992,20000,4205
866.87897,1.1048594,3.5153701,501.66064,987.5,0.99999803,20000,4205
868.9353,1.3788385,5.6724224,500.3142,987.5,0.99999785,20000,4205
838.47614,2.115838,2.8503637,493.302,987.5,0.99996275,20000,4205
863.84814,1.0673205,4.7427926,498.83017,987.5,0.9998604,20000,4205
795.2479,2.0538323,6.056552,482.52222,987.5,0.9998951,20000,4205
787.95746,0.8737672,1.1299602,478.50153,987.5,0.9999903,20000,4205
837.2708,0.91820216,2.0953748,501.9658,987.5,0.99989945,20000,4205
861.07196,2.2220495,0.20686813,504.38907,987.5,0.9999076,20000,4205
851.82184,2.0049343,5.677908,498.79578,987.5,0.9999986,20000,4205
786.0088,2.420155,3.7102346,471.94406,987.5,0.99999726,20000,4205
830.9615,1.012962,1.3271921,491.4915,987.5,0.9999966,20000,4205
827.4354,2.2027628,5.8221016,492.01813,987.5,0.99999475,20000,4205
824.6933,1.0255983,1.7528633,489.73102,987.5,0.9999399,20000,4205
813.0815,1.9833406,0.062448688,490.2311,987.5,0.9999829,20000,4205
851.9057,1.2146368,0.94933635,498.37924,987.5,0.9999876,20000,4205
853.2564,1.0694848,1.0737802,499.9984,987.5,0.9999999,20000,4205
942.6815,0.8205005,1.9843254,529.337,987.5,0.99842215,20000,4205
899.5683,1.4271047,4.7117214,510.35623,987.5,0.99979895,20000,4205
884.68854,0.7950789,2.1304517,487.89444,987.5,0.9819127,20000,4205
935.4103,0.9398703,2.728418,516.3247,987.5,0.99995464,20000,4205
921.6364,1.4591085,4.860078,514.722,987.5,0.99995995,20000,4205
887.8646,1.9913737,3.2058444,510.74182,987.5,0.9998227,20000,4205
766.0829,1.9886923,0.95448023,478.7269,987.5,0.9999375,20000,4205
841.66345,1.8415002,5.1673403,493.46082,987.5,0.9999755,20000,4205
835.6506,2.0349638,5.282026,492.36572,987.5,0.9999696,20000,4205
861.5031,1.0610274,5.2445726,505.85022,987.5,0.9995829,20000,4205
803.207,0.91844124,3.826509,481.06558,987.5,0.99764985,20000,4205
882.9982,1.7162317,4.716693,505.52228,987.5,0.9999835,20000,4205
827.1743,2.222919,1.4625707,485.92926,987.5,0.99997705,20000,4205
844.0586,1.8641889,0.095535606,497.09756,987.5,0.99999803,20000,4205
783.9774,1.8639597,4.748546,488.05206,987.5,0.9999939,20000,4205
864.7714,1.7799983,4.342452,499.6314,987.5,0.99999845,20000,4205
777.69617,1.0316873,3.8837838,497.24356,987.5,0.9996266,20000,4205
