name,M,S1,S2,f,N,C,Merr,S1err,S2err,ferr,Nerr,Cerr
537.5,497.02135119583863,4.521332469254936,10.0,1.0,1919.884003916017,101.94695951919874,0.10804808193256576,0.09242053057641009,0.0,0.0,44.62724712522015,13.180683395300818
550.0,497.2800234529109,4.847998747216821,10.0,1.0,1302.27448967275,102.69720454708242,0.142353824823374,0.125235532325366,0.0,0.0,37.0415027039578,13.13257119668998
550.1,496.7771805883321,6.124317022141673,10.0,1.0,421.39861065043635,32.600343219438614,0.316244942942177,0.2631447291321156,0.0,0.0,21.20414571746832,7.797004300645392
562.5,497.1995839920311,5.005424453650748,10.0,1.0,642.8520077998434,44.26819017009487,0.20935155662817806,0.18175948841660095,0.0,0.0,25.972598643020376,8.712217022602385
575.0,496.7757672588692,4.699383501991254,10.0,1.0,493.26548435804085,31.736828848507038,0.22277624092674841,0.19234176202967257,0.0,0.0,22.69292602073145,7.310336208256775
587.5,496.5677338960526,4.8692045315199195,10.0,1.0,355.9125288210341,32.06640025589014,0.27634166806120675,0.26154036954105786,0.0,0.0,19.515485843032963,7.549856827780644
600.0,496.9566903660136,6.047708565753658,10.0,1.0,257.17475331323294,24.874492824231375,0.4062595059430407,0.3683343372286818,0.0,0.0,16.76835182523594,6.985098968630199
612.5,496.90588480247146,5.733234405653483,10.0,1.0,183.58881837122755,12.441328587527888,0.4561614764098181,0.4602336124173938,0.0,0.0,14.167416379759501,5.435932923546883
612.6,496.6387626394759,5.924263798481685,10.0,1.0,245.81017394099126,19.20355248189376,0.40517288788745986,0.35589290248343186,0.0,0.0,16.24458898085156,6.103948448080876
625.0,496.3885016097885,6.014682380473418,10.0,1.0,183.03940902843485,16.97288450437384,0.483122813903492,0.44858829334603456,0.0,0.0,14.148704111832657,5.840276073943384
637.5,496.58981882673663,6.0,10.0,1.0,113.63632100515608,12.397939609954388,0.6269634623324691,0.1,0.0,0.0,11.125185590366016,4.747556148264831
641.0,496.29189440668694,6.56720342871304,10.0,1.0,786.6652894314375,76.31046870340708,0.2555038369314957,0.2436351685163629,0.0,0.0,29.565129200176386,12.79369845762723
650.0,496.73365421838184,5.96,10.0,1.0,95.97011132786992,8.027007076553016,0.6408791983842832,0.1,0.0,0.0,10.008994993432331,3.4980083230360948
662.5,496.18593106885345,5.54125596068384,10.0,1.0,98.5024497277276,14.517428210693017,0.6371209471908799,0.6877747048168064,0.0,0.0,10.647587029818936,5.419123256677928
675.0,497.288213533779,6.749695554430628,10.0,1.0,91.67461868845317,4.306444684629374,0.7276575220546704,0.5625099534133331,0.0,0.0,9.757130856941075,2.798039278162745
687.5,496.844257098054,5.562914516014465,10.0,1.0,73.83234443663068,14.173262482728322,0.7169601885888142,0.6435900222672175,0.0,0.0,9.1305327437341,4.867299176396278
700.0,497.3490888185916,6.1,10.0,1.0,45.88401039612444,5.121336432988843,0.9742178459221407,0.1,0.0,0.0,7.041193046308791,2.9665799977444123
712.5,496.9105614634907,5.835169239127134,10.0,1.0,64.44075597529798,8.563849629726228,0.8033743771108846,0.931973637789203,0.0,0.0,8.691308403716011,4.433519908019656
725.0,496.82008128998496,5.643522613962428,10.0,1.0,67.20644299333944,6.791557342605392,0.7477067964834418,0.6565181085226244,0.0,0.0,8.541965081459992,3.5420164195096864
737.5,495.96858954077413,7.2742349984268815,10.0,1.0,64.77537525861332,3.22249688813947,0.952800922002325,0.836617242569913,0.0,0.0,8.338588799813863,2.8244157502985145
750.0,496.82999999996224,7.5,10.0,1.0,108.8390127999217,12.1147334451287,0.05997341970072512,0.1,0.0,0.0,11.25127388917069,5.465226221469223
762.0,496.58047127323323,6.712548284946789,10.0,1.0,164.5047551182499,12.48229636767395,0.5966656461521893,0.6282635497747013,0.0,0.0,13.687609904791685,5.94315588387656
775.0,497.03498757825014,7.019101966250698,10.0,1.0,118.22363279470616,20.77737770183974,0.7366016868068357,0.732041580019112,0.0,0.0,11.960031083391165,6.751228804454779
787.5,497.11876473403873,7.0,10.0,1.0,214.7020749078965,14.29183236722642,0.5267837822684385,0.1,0.0,0.0,15.316339933874048,5.846920786768351
800.0,497.20989939971105,8.3,10.0,1.0,257.4428514589833,44.55608833115876,0.6010527321657548,0.1,0.0,0.0,17.429929409118458,9.534040983731785
812.5,497.20177625982564,8.08062482272431,10.0,1.0,383.1898545059775,36.79983702180356,0.4511276428504516,0.4143259504885828,0.0,0.0,20.921168878698666,9.554106504538474
825.0,497.93303588765787,7.871771356608339,10.0,1.0,281.11001896542473,24.874499673159356,0.515703362504695,0.5467611575831746,0.0,0.0,18.325342622013665,8.91862695624657
837.5,497.09021565661254,8.1,10.0,1.0,141.6545520927126,12.351760353978003,0.7526301031706453,0.1,0.0,0.0,12.560748164872066,5.334201775455293
850.0,497.9387858960282,6.78353282202538,10.0,1.0,68.8730225797629,23.135387539792383,0.9761937119031074,1.2828337660539764,0.0,0.0,10.144322008526217,7.558918080541266
862.5,498.62999632233647,6.33,10.0,1.0,25.404213313773294,19.601118038737543,0.05756893538878671,0.1,0.0,0.0,5.8262163517841525,5.304643135578991
875.0,500.65615913547987,6.7,10.0,1.0,28.411684073020858,20.588947063307494,2.3508137900375345,0.1,0.0,0.0,6.930950765465793,6.340459831980616
887.5,498.6298775446715,6.33,10.0,1.0,11.502657317141729,14.49696877938267,0.05669850861548298,0.1,0.0,0.0,4.165384986187791,4.5105126764791725
900.0,498.57000000001983,6.33,10.0,1.0,9.217893574425817,6.78278836623003,0.04640762314232916,0.1,0.0,0.0,3.3702345935054945,2.9869962715761704
912.5,498.07000088078627,5.9,10.0,1.0,5.49266712927543,14.52157880675886,0.04277398741322713,0.1,0.0,0.0,3.3459663970863973,4.495628592258994
925.0,498.12999995413986,5.9,10.0,1.0,12.845793386367932,7.174714303417762,0.03599671975933916,0.1,0.0,0.0,3.9990656986788045,3.211063725870989
