name,lum,dEmin,dEmax,Emean,Nsig,dNsig
537.50,1224.66,0.00,0.00,537.45,1919.88,44.63
550.00,1424.27,0.00,0.00,549.34,1302.27,37.04
550.10,496.83,0.00,0.00,549.67,421.40,21.20
562.50,1048.68,0.00,0.00,562.50,642.85,25.97
575.00,1054.35,0.00,0.00,574.86,493.27,22.69
587.50,1167.38,0.00,0.00,587.73,355.91,19.52
600.00,1161.83,0.00,0.00,599.89,257.17,16.77
612.50,1059.04,0.00,0.00,612.51,183.59,14.17
612.60,1179.14,0.00,0.00,612.61,245.81,16.24
625.00,1091.90,0.00,0.00,624.61,183.04,14.15
637.50,1021.19,0.00,0.00,637.05,113.64,11.13
641.00,6291.37,0.00,0.00,640.92,786.67,29.57
650.00,954.10,0.00,0.00,649.96,95.97,10.01
662.50,1109.24,0.00,0.00,662.29,98.50,10.65
675.00,1139.35,0.00,0.00,674.79,91.67,9.76
687.50,1147.48,0.00,0.00,687.11,73.83,9.13
700.00,1007.51,0.00,0.00,699.86,45.88,7.04
712.50,1010.50,0.00,0.00,712.59,64.44,8.69
725.00,1333.80,0.00,0.00,725.50,67.21,8.54
737.50,954.89,0.00,0.00,737.36,64.78,8.34
750.00,1045.60,0.00,0.00,750.02,108.84,11.25
762.00,1367.32,0.00,0.00,762.80,164.50,13.69
775.00,989.27,0.00,0.00,774.99,118.22,11.96
787.50,1260.24,0.00,0.00,787.42,214.70,15.32
800.00,1432.31,0.00,0.00,799.85,257.44,17.43
812.50,1890.39,0.00,0.00,812.62,383.19,20.92
825.00,1503.73,0.00,0.00,824.41,281.11,18.33
837.50,1067.52,0.00,0.00,837.53,141.65,12.56
850.00,1009.59,0.00,0.00,850.21,68.87,10.14
862.50,1040.17,0.00,0.00,861.52,25.40,5.83
875.00,1019.52,0.00,0.00,874.87,28.41,6.93
887.50,984.87,0.00,0.00,887.52,11.50,4.17
900.00,1060.93,0.00,0.00,900.51,9.22,3.37
912.50,1023.07,0.00,0.00,913.38,5.49,3.35
925.00,1056.93,0.00,0.00,925.59,12.85,4.00
936.00,1902.53,0.00,0.00,936.24,22.07,5.38
945.00,2303.93,0.00,0.00,944.83,26.39,6.30
950.00,1962.57,0.00,0.00,950.15,17.81,5.59
951.10,2134.05,0.00,0.00,951.04,28.52,6.45
955.00,1254.61,0.00,0.00,956.05,17.74,5.37
962.50,2004.70,0.00,0.00,962.82,31.07,6.55
975.00,3972.32,0.00,0.00,972.88,48.09,8.56
978.00,451.27,0.00,0.00,976.21,4.15,2.74
987.50,2272.43,0.00,0.00,987.80,38.86,7.48
