name,dEmin,dEmax,Emean,CSvis,dCSvis,TrigEff,TrigErr,RegEff,RegErr,CS,dCS
537.50000,0.00000,0.00000,537.45000,1.56768,0.03644,0.99700,0.00070,0.25148,0.00615,6.25259,0.21093
550.00000,0.00000,0.00000,549.34000,0.91434,0.02601,0.99630,0.00090,0.25148,0.00615,3.64935,0.13689
550.10000,0.00000,0.00000,549.67000,0.84818,0.04267,0.99260,0.00240,0.25148,0.00615,3.39789,0.19022
562.50000,0.00000,0.00000,562.50000,0.61301,0.02476,0.99510,0.00160,0.24944,0.00657,2.46962,0.11916
575.00000,0.00000,0.00000,574.86000,0.46784,0.02152,0.99450,0.00140,0.24931,0.00704,1.88691,0.10189
587.50000,0.00000,0.00000,587.73000,0.30488,0.01672,0.99730,0.00090,0.25611,0.00735,1.19363,0.07390
600.00000,0.00000,0.00000,599.89000,0.22135,0.01443,0.99670,0.00120,0.24648,0.00775,0.90102,0.06523
612.50000,0.00000,0.00000,612.51000,0.17336,0.01338,0.99820,0.00090,0.25697,0.00819,0.67582,0.05644
612.60000,0.00000,0.00000,612.61000,0.20847,0.01377,0.99740,0.00100,0.25679,0.00819,0.81394,0.05972
625.00000,0.00000,0.00000,624.61000,0.16763,0.01296,0.99760,0.00110,0.23435,0.00836,0.71705,0.06106
637.50000,0.00000,0.00000,637.05000,0.11128,0.01090,0.99820,0.00110,0.24570,0.00879,0.45374,0.04731
641.00000,0.00000,0.00000,640.92000,0.12504,0.00470,0.99610,0.00070,0.24590,0.00886,0.51049,0.02658
650.00000,0.00000,0.00000,649.96000,0.10059,0.01049,0.99860,0.00100,0.24524,0.00900,0.41073,0.04542
662.50000,0.00000,0.00000,662.29000,0.08880,0.00960,0.99670,0.00180,0.24357,0.00946,0.36579,0.04203
675.00000,0.00000,0.00000,674.79000,0.08046,0.00857,0.99790,0.00160,0.25420,0.00940,0.31718,0.03575
687.50000,0.00000,0.00000,687.11000,0.06434,0.00796,0.99800,0.00140,0.22731,0.00870,0.28362,0.03672
700.00000,0.00000,0.00000,699.86000,0.04554,0.00699,0.99670,0.00340,0.23822,0.00911,0.19180,0.03034
712.50000,0.00000,0.00000,712.59000,0.06377,0.00860,0.99890,0.00100,0.22951,0.00843,0.27816,0.03888
725.00000,0.00000,0.00000,725.50000,0.05039,0.00640,0.99810,0.00150,0.22866,0.00830,0.22079,0.02918
737.50000,0.00000,0.00000,737.36000,0.06784,0.00873,0.99780,0.00180,0.23754,0.00794,0.28623,0.03807
750.00000,0.00000,0.00000,750.02000,0.10409,0.01076,0.99530,0.00230,0.22555,0.00718,0.46369,0.05016
762.00000,0.00000,0.00000,762.80000,0.12031,0.01001,0.99880,0.00070,0.24440,0.00690,0.49284,0.04331
775.00000,0.00000,0.00000,774.99000,0.11950,0.01209,0.99850,0.00090,0.23278,0.00626,0.51415,0.05382
787.50000,0.00000,0.00000,787.42000,0.17036,0.01216,0.99900,0.00050,0.23660,0.00563,0.72077,0.05422
800.00000,0.00000,0.00000,799.85000,0.17974,0.01217,0.99840,0.00070,0.23368,0.00516,0.77038,0.05487
812.50000,0.00000,0.00000,812.62000,0.20270,0.01107,0.99930,0.00030,0.22754,0.00474,0.89146,0.05209
825.00000,0.00000,0.00000,824.41000,0.18694,0.01219,0.99920,0.00040,0.22954,0.00441,0.81507,0.05541
837.50000,0.00000,0.00000,837.53000,0.13269,0.01177,0.99920,0.00050,0.22350,0.00428,0.59418,0.05390
850.00000,0.00000,0.00000,850.21000,0.06822,0.01004,0.99990,0.00020,0.23184,0.00432,0.29427,0.04367
862.50000,0.00000,0.00000,861.52000,0.02442,0.00560,0.98940,0.00660,0.22223,0.00439,0.11106,0.02560
875.00000,0.00000,0.00000,874.87000,0.02787,0.00680,0.99880,0.00140,0.22332,0.00464,0.12493,0.03058
887.50000,0.00000,0.00000,887.52000,0.01168,0.00423,0.99150,0.00730,0.22274,0.00496,0.05287,0.01921
900.00000,0.00000,0.00000,900.51000,0.00869,0.00318,0.99690,0.00410,0.21768,0.00522,0.04005,0.01467
912.50000,0.00000,0.00000,913.38000,0.00537,0.00327,0.98570,0.01200,0.21993,0.00574,0.02475,0.01512
925.00000,0.00000,0.00000,925.59000,0.01216,0.00378,0.99790,0.00280,0.21594,0.00622,0.05642,0.01764
936.00000,0.00000,0.00000,936.24000,0.01160,0.00283,0.99650,0.00310,0.21175,0.00628,0.05498,0.01350
945.00000,0.00000,0.00000,944.83000,0.01145,0.00273,0.99840,0.00180,0.20541,0.00668,0.05585,0.01346
950.00000,0.00000,0.00000,950.15000,0.00907,0.00285,0.99600,0.00430,0.21237,0.00677,0.04290,0.01354
951.10000,0.00000,0.00000,951.04000,0.01336,0.00302,0.99860,0.00150,0.21242,0.00680,0.06300,0.01439
955.00000,0.00000,0.00000,956.05000,0.01414,0.00428,0.98930,0.00810,0.21272,0.00699,0.06719,0.02047
962.50000,0.00000,0.00000,962.82000,0.01550,0.00327,0.99770,0.00220,0.21293,0.00725,0.07296,0.01558
975.00000,0.00000,0.00000,972.88000,0.01211,0.00215,0.99960,0.00050,0.20712,0.00769,0.05847,0.01063
978.00000,0.00000,0.00000,976.21000,0.00920,0.00607,0.98770,0.01560,0.20560,0.00782,0.04529,0.02996
987.50000,0.00000,0.00000,987.80000,0.01710,0.00329,0.99740,0.00220,0.20256,0.00815,0.08464,0.01665
