name,dEmin,dEmax,Emean,CSvis,dCSvis,TrigEff,TrigErr,RegEff,RegErr,CS,dCS
537.50000,0.00000,0.00000,537.45000,1.63641,0.03674,1.00000,0.00000,0.26460,0.00623,6.18445,0.20123
550.00000,0.00000,0.00000,549.34000,0.96162,0.02632,1.00000,0.00000,0.26460,0.00623,3.63425,0.13122
550.10000,0.00000,0.00000,549.67000,0.87275,0.04291,0.99000,0.00000,0.26460,0.00623,3.33170,0.18163
562.50000,0.00000,0.00000,562.50000,0.64184,0.02505,1.00000,0.00000,0.26163,0.00674,2.45324,0.11475
575.00000,0.00000,0.00000,574.86000,0.48523,0.02166,0.99000,0.00000,0.26214,0.00726,1.86973,0.09823
587.50000,0.00000,0.00000,587.73000,0.32733,0.01700,1.00000,0.00000,0.26547,0.00763,1.23303,0.07321
600.00000,0.00000,0.00000,599.89000,0.23478,0.01489,1.00000,0.00000,0.26260,0.00807,0.89405,0.06301
612.50000,0.00000,0.00000,612.51000,0.18005,0.01326,1.00000,0.00000,0.27111,0.00861,0.66411,0.05325
612.60000,0.00000,0.00000,612.61000,0.21455,0.01384,1.00000,0.00000,0.27099,0.00861,0.79173,0.05693
625.00000,0.00000,0.00000,624.61000,0.17796,0.01311,1.00000,0.00000,0.25551,0.00854,0.69646,0.05632
637.50000,0.00000,0.00000,637.05000,0.12072,0.01115,1.00000,0.00000,0.25660,0.00874,0.47047,0.04633
641.00000,0.00000,0.00000,640.92000,0.13098,0.00480,1.00000,0.00000,0.25678,0.00887,0.51009,0.02568
650.00000,0.00000,0.00000,649.96000,0.10642,0.01088,1.00000,0.00000,0.25711,0.00920,0.41393,0.04483
662.50000,0.00000,0.00000,662.29000,0.10188,0.00958,1.00000,0.00000,0.25432,0.00939,0.40060,0.04048
675.00000,0.00000,0.00000,674.79000,0.08105,0.00858,1.00000,0.00000,0.26237,0.00954,0.30893,0.03459
687.50000,0.00000,0.00000,687.11000,0.07010,0.00823,1.00000,0.00000,0.23418,0.00894,0.29934,0.03694
700.00000,0.00000,0.00000,699.86000,0.04854,0.00725,1.00000,0.00000,0.25680,0.00875,0.18900,0.02894
712.50000,0.00000,0.00000,712.59000,0.07224,0.00845,1.00000,0.00000,0.23536,0.00841,0.30694,0.03755
725.00000,0.00000,0.00000,725.50000,0.05220,0.00644,1.00000,0.00000,0.24132,0.00806,0.21629,0.02765
737.50000,0.00000,0.00000,737.36000,0.06851,0.00872,1.00000,0.00000,0.24672,0.00785,0.27769,0.03645
750.00000,0.00000,0.00000,750.02000,0.10651,0.01117,1.00000,0.00000,0.23957,0.00749,0.44460,0.04865
762.00000,0.00000,0.00000,762.80000,0.12705,0.00981,1.00000,0.00000,0.25488,0.00676,0.49847,0.04071
775.00000,0.00000,0.00000,774.99000,0.12466,0.01213,1.00000,0.00000,0.24573,0.00629,0.50730,0.05104
787.50000,0.00000,0.00000,787.42000,0.17960,0.01232,1.00000,0.00000,0.24529,0.00560,0.73220,0.05295
800.00000,0.00000,0.00000,799.85000,0.17630,0.01263,1.00000,0.00000,0.24336,0.00515,0.72446,0.05412
812.50000,0.00000,0.00000,812.62000,0.20380,0.01118,1.00000,0.00000,0.23902,0.00479,0.85266,0.04979
825.00000,0.00000,0.00000,824.41000,0.19011,0.01197,1.00000,0.00000,0.23714,0.00450,0.80167,0.05272
837.50000,0.00000,0.00000,837.53000,0.13323,0.01216,1.00000,0.00000,0.23281,0.00436,0.57229,0.05332
850.00000,0.00000,0.00000,850.21000,0.07060,0.00963,1.00000,0.00000,0.24263,0.00442,0.29099,0.04003
875.00000,32.55000,31.52000,894.07000,0.01472,0.00193,1.00000,0.00000,0.22895,0.00696,0.06431,0.00866
955.00000,13.56000,13.02000,949.80000,0.00975,0.00121,1.00000,0.00000,0.22194,0.00713,0.04393,0.00562
980.00000,5.29000,9.63000,978.17000,0.01014,0.00160,1.00000,0.00000,0.21340,0.00802,0.04752,0.00773
