label,lum
562.5,20001
550,20000
575,20000
587.5,20000
600,20000
612.5,20000
625,20000
637.5,20000
650,20000
662.5,20000
675,20000
687.5,20000
700,20000
712.5,20000
725,20000
737.5,20000
750,20000
762.5,20000
775,20000
787.5,20000
800,20000
812.5,20000
825,20000
837.5,20000
850,20000
862.5,20000
875,20000
887.5,20000
900,20000
912.5,20000
925,20000
935,20000
945,20000
950,20000
962.5,20000
975,20000
987.5,20000
1000,20000
508.6,19999
